id,edad,experiencia_laboral_anios,ingresos_mensuales,integrantes_familia,tdc_monto_promedio_mensual,escolaridad,hipoteca_monto_total,posee_prestamo,uso_portal,uso_tdc
1118,42,18,145000,1,1700,Superior,1320000,0,1,1
1119,42,17,98000,2,400,Superior,0,0,1,1
1120,41,16,79000,1,1000,Medio Superior,2330000,0,1,0
1121,34,8,38000,2,2000,Medio Superior,0,0,1,1
1122,30,6,38311,3,700,Elemental,1960000,0,0,1
1123,32,7,38000,1,1000,Superior,0,0,1,0
1124,46,20,91000,4,2600,Medio Superior,0,0,1,0
1125,38,12,29000,4,200,Superior,0,0,1,1
1126,37,13,172000,2,6500,Superior,0,0,0,0
1127,32,8,104000,2,3700,Superior,0,1,0,1
1128,35,9,58000,1,2500,Superior,0,0,1,1
1129,30,5,144038,2,1900,Elemental,0,1,0,0
1130,30,4,73000,3,3300,Superior,0,1,1,1
1131,58,32,191000,1,2900,Superior,0,0,0,0
1132,57,27,90000,2,4500,Medio Superior,0,0,1,0
1133,34,9,55000,3,2300,Superior,0,0,1,1
1134,31,4,19936,1,2000,Elemental,0,0,0,0
1135,39,14,42000,1,2500,Medio Superior,0,0,1,0
1136,57,33,10585,1,13110,Elemental,910000,0,1,0
1137,47,21,41514,1,1500,Elemental,0,0,1,0
1138,51,26,134000,4,4500,Medio Superior,0,1,1,0
1139,30,6,83000,4,3400,Superior,0,0,1,0
1140,55,28,27204,3,1000,Elemental,0,0,1,0
1141,32,6,14310,4,10480,Superior,0,0,1,1
1142,32,7,143000,3,2900,Medio Superior,0,1,1,0
1143,44,20,75000,4,1900,Superior,0,0,1,0
1144,33,7,120000,1,3200,Medio Superior,0,1,1,0
1145,49,24,73434,1,2800,Elemental,0,0,0,0
1146,32,6,99000,2,1500,Medio Superior,0,0,1,1
1147,31,7,71000,1,100,Superior,780000,0,0,0
1148,37,13,93398,1,800,Elemental,0,0,0,0
1149,41,15,108000,1,5200,Superior,0,0,0,0
1150,56,32,158000,1,7400,Superior,0,0,0,0
1151,55,31,81000,3,2670,Superior,0,0,1,0
1152,49,23,12790,2,11382,Medio Superior,0,0,1,0
1153,63,37,21000,2,400,Superior,0,0,1,0
1154,55,30,55000,4,900,Superior,2150000,0,1,1
1155,59,35,42000,1,1800,Medio Superior,0,0,1,0
1156,41,16,81000,2,400,Superior,0,0,1,1
1157,49,25,15431,4,10942,Superior,870000,0,1,0
1158,48,23,132000,1,600,Superior,1570000,0,0,0
1159,41,16,99000,1,1000,Medio Superior,0,0,1,0
1160,50,26,23000,4,200,Superior,0,0,0,1
1161,28,1,29789,1,2000,Elemental,0,0,1,0
1162,36,11,181000,3,1400,Superior,0,1,1,0
1163,38,14,112000,2,2200,Superior,3940000,0,1,0
1164,34,9,138000,2,7800,Superior,2270000,0,1,0
1165,41,17,70206,3,3800,Elemental,3270000,1,1,0
1166,43,19,113000,1,1700,Superior,0,0,1,0
1167,30,5,88502,4,5000,Elemental,0,1,0,1
1168,37,12,190000,2,3000,Superior,4750000,0,1,0
1169,62,37,38000,1,1100,Medio Superior,0,0,1,0
1170,40,16,32000,1,1400,Medio Superior,1580000,0,1,0
1171,35,10,80859,3,600,Elemental,0,0,0,1
1172,64,40,29223,1,1900,Elemental,0,0,1,0
1173,49,24,36799,3,1700,Elemental,0,0,1,0
1174,24,-1,21717,2,1700,Elemental,0,0,0,0
1175,36,10,28271,4,1200,Elemental,0,0,1,1
1176,29,4,45066,1,800,Elemental,0,0,1,1
1177,29,3,103000,4,3400,Superior,0,1,1,0
1178,28,3,49549,1,3300,Elemental,1490000,1,1,0
1179,33,7,15730,1,14537,Elemental,980000,0,1,0
1180,36,11,98000,3,1200,Medio Superior,0,0,1,1
1181,42,17,59357,1,100,Elemental,0,0,0,1
1182,25,0,65000,4,200,Superior,0,0,1,0
1183,28,2,19000,4,400,Superior,0,0,1,1
1184,50,25,23316,3,1700,Elemental,0,0,1,1
1185,34,9,71000,4,1300,Superior,0,0,1,0
1186,43,19,31000,3,500,Superior,0,0,1,0
1187,62,38,32197,4,1200,Elemental,0,0,1,0
1188,61,36,11861,1,14865,Elemental,870000,0,0,0
1189,45,19,58000,2,400,Medio Superior,0,0,1,1
1190,42,17,115000,2,400,Superior,0,0,1,0
1191,39,15,168000,2,8000,Superior,1520000,0,1,0
1192,29,5,128000,1,1500,Superior,0,0,1,1
1193,45,20,138000,1,7000,Superior,0,0,0,1
1194,58,32,62262,3,1700,Elemental,0,0,1,1
1195,29,3,41000,4,1300,Medio Superior,0,0,1,0
1196,32,7,85874,2,2900,Elemental,0,1,1,0
1197,37,13,71000,2,2700,Superior,940000,0,1,0
1198,48,23,15109,1,13241,Medio Superior,0,0,0,1
1199,40,14,42000,2,700,Superior,1010000,0,1,0
1200,29,4,62000,2,2500,Superior,1840000,0,1,0
1201,36,12,22000,4,1000,Superior,910000,0,1,0
1202,35,8,32911,4,1000,Elemental,0,0,1,0
1203,35,11,15738,4,11643,Elemental,0,0,0,0
1204,62,37,50000,3,2400,Superior,0,0,1,0
1205,26,1,158418,4,1300,Elemental,1970000,1,1,0
1206,32,7,94000,2,3100,Superior,0,0,1,0
1207,63,37,165000,4,5100,Medio Superior,0,1,0,0
1208,38,12,32742,4,1200,Elemental,0,0,0,1
1209,50,26,38112,1,1600,Elemental,0,0,0,1
1210,46,21,42339,3,2700,Elemental,2280000,0,0,1
1211,50,24,84000,4,4900,Superior,0,0,1,0
1212,61,36,131000,1,900,Superior,0,0,1,0
1213,34,8,44000,4,200,Superior,0,0,1,0
1214,27,2,78000,4,200,Superior,870000,0,0,0
1215,61,36,16311,4,15857,Elemental,0,0,0,0
1216,45,20,38000,4,1900,Medio Superior,1440000,0,1,1
1217,50,25,84000,1,1300,Medio Superior,0,0,1,0
1218,44,20,122000,1,300,Superior,0,0,1,0
1219,62,36,98000,2,2800,Superior,0,0,1,0
1220,45,18,59690,3,2670,Elemental,0,0,0,0
1221,41,17,165000,2,8000,Superior,0,0,1,0
1222,30,5,121000,2,3300,Superior,0,0,1,1
1223,61,37,10467,3,10611,Elemental,940000,0,0,0
1224,45,19,12582,1,11787,Superior,910000,0,1,0
1225,59,35,45000,1,1800,Medio Superior,0,0,1,0
1226,30,6,86975,2,2800,Elemental,0,1,0,0
1227,60,36,16021,2,10543,Superior,1090000,0,1,1
1228,39,13,17009,3,200,Elemental,0,0,0,0
1229,56,30,45000,1,200,Superior,980000,0,0,0
1230,56,32,80000,3,2670,Superior,0,0,1,0
1231,27,1,16384,4,300,Elemental,0,0,1,1
1232,66,41,144000,1,2500,Superior,0,0,1,1
1233,43,19,84000,4,200,Medio Superior,2970000,0,1,0
1234,53,29,22000,2,400,Superior,0,0,1,0
1235,44,18,33000,3,1500,Superior,0,0,1,1
1236,54,28,60000,4,2600,Medio Superior,0,0,1,0
1237,31,6,56838,4,2200,Elemental,1160000,0,1,0
1238,38,13,169000,1,6800,Medio Superior,0,1,1,1
1239,28,2,63000,2,1600,Medio Superior,0,0,1,0
1240,51,26,15727,2,12666,Medio Superior,1090000,0,1,1
1241,52,27,14057,4,13216,Superior,1010000,0,0,0
1242,64,38,39000,1,500,Medio Superior,0,0,1,1
1243,29,4,29514,4,2000,Elemental,0,0,1,0
1244,34,10,110000,1,4000,Superior,0,0,1,0
1245,33,8,99798,3,6300,Elemental,990000,1,0,1
1246,46,21,41000,1,1400,Medio Superior,1280000,0,1,0
1247,48,22,59000,1,1400,Medio Superior,2410000,0,1,0
1248,52,28,39000,2,800,Superior,0,0,1,0
1249,44,19,22471,4,0,Elemental,0,0,1,0
1250,51,27,46700,1,2600,Elemental,0,0,1,1
1251,47,20,50502,1,2670,Elemental,0,0,1,0
1252,39,13,31000,2,800,Medio Superior,0,0,0,0
1253,42,17,93000,4,1900,Medio Superior,0,0,0,0
1254,57,33,45000,4,1500,Superior,2040000,0,1,0
1255,36,12,40000,2,600,Medio Superior,0,0,1,1
1256,27,1,80000,2,1600,Medio Superior,1850000,0,1,1
1257,31,7,20000,1,400,Medio Superior,0,0,1,0
1258,63,37,41000,1,500,Medio Superior,0,0,1,1
1259,34,8,31000,1,300,Superior,1040000,0,1,1
1260,52,27,21989,4,200,Elemental,0,0,1,0
1261,57,31,40000,3,1400,Medio Superior,1370000,0,1,1
1262,63,39,84000,1,1800,Medio Superior,0,0,1,0
1263,26,1,53000,2,1600,Medio Superior,0,0,1,0
1264,35,5,85000,4,4000,Medio Superior,0,0,1,0
1265,58,33,138000,2,3900,Superior,0,0,1,0
1266,32,2,71000,2,1750,Medio Superior,1080000,0,0,0
1267,64,39,113000,1,800,Medio Superior,0,0,0,1
1268,50,23,13413,2,16937,Elemental,0,0,0,0
1269,34,9,62000,3,2300,Superior,0,0,1,0
1270,36,11,14762,4,13553,Medio Superior,1000000,0,1,1
1271,43,18,60000,2,2200,Medio Superior,0,0,0,1
1272,28,4,94000,3,800,Superior,2360000,0,1,0
1273,64,39,53344,3,1800,Elemental,0,0,1,0
1274,60,35,130000,3,6300,Medio Superior,4370000,1,1,1
1275,62,37,61000,4,1700,Superior,0,0,0,0
1276,27,2,92000,2,3100,Superior,1780000,0,1,0
1277,42,16,20000,2,800,Medio Superior,1170000,0,1,1
1278,45,20,194000,2,8800,Superior,4280000,0,1,0
1279,36,10,74000,1,2500,Superior,0,0,0,1
1280,48,22,84000,2,400,Medio Superior,1450000,0,1,0
1281,65,40,66741,3,1800,Elemental,3330000,0,0,0
1282,39,15,52000,3,2330,Superior,0,0,1,0
1283,51,26,42248,1,1300,Elemental,2360000,0,0,1
1284,30,6,64000,4,3400,Superior,1170000,0,1,0
1285,65,40,128000,1,2500,Superior,1620000,0,1,0
1286,38,13,96694,4,1700,Elemental,0,1,0,1
1287,29,3,38207,3,1100,Elemental,0,0,0,1
1288,42,18,39550,4,2200,Elemental,0,0,0,0
1289,63,38,129000,1,900,Superior,3660000,0,1,0
1290,46,21,82000,4,400,Superior,0,0,0,0
1291,62,38,65881,4,1700,Elemental,0,0,1,0
1292,58,34,44000,4,2200,Superior,0,0,1,0
1293,56,30,147210,4,500,Elemental,2340000,1,1,1
1294,56,31,81000,2,3700,Superior,1210000,0,1,1
1295,34,10,71000,1,100,Superior,2570000,0,1,1
1296,42,17,28000,1,500,Medio Superior,900000,0,1,0
1297,30,6,80000,3,1500,Superior,2190000,0,1,0
1298,61,35,60732,4,1900,Elemental,0,0,1,0
1299,38,14,47010,1,3600,Elemental,0,0,1,1
1300,50,25,16102,2,13824,Medio Superior,0,0,1,0
1301,61,36,15417,2,12162,Elemental,1030000,0,1,0
1302,41,17,153000,1,1700,Superior,3370000,0,1,1
1303,42,16,38000,3,900,Medio Superior,0,0,1,0
1304,29,5,77366,2,2000,Elemental,3820000,0,0,0
1305,51,26,145000,1,8100,Superior,3970000,0,1,1
1306,32,6,21103,2,300,Elemental,880000,0,1,0
1307,34,9,31000,4,1100,Medio Superior,0,0,1,1
1308,26,2,195000,1,6330,Superior,0,0,1,1
1309,54,24,50000,3,2000,Medio Superior,0,0,1,1
1310,38,14,71000,4,2000,Medio Superior,0,0,0,0
1311,62,36,21000,3,300,Medio Superior,0,0,0,0
1312,37,11,35000,2,800,Medio Superior,1250000,0,0,0
1313,46,21,42000,1,2400,Superior,0,0,1,1
1314,52,27,78000,4,3600,Medio Superior,1410000,0,1,0
1315,32,6,46826,4,2200,Elemental,0,0,0,0
1316,49,25,53000,2,1000,Medio Superior,1810000,0,1,0
1317,28,3,51000,2,1600,Medio Superior,1230000,0,0,0
1318,55,30,40000,2,2300,Medio Superior,0,0,1,0
1319,52,26,178000,1,1000,Superior,0,0,1,0
1320,32,6,35000,2,300,Superior,0,0,1,1
1321,31,7,161088,1,0,Elemental,0,1,1,0
1322,27,3,123000,1,5400,Superior,0,0,0,0
1323,32,5,38255,2,1670,Elemental,0,0,1,1
1324,52,26,33611,3,600,Elemental,0,0,0,0
1325,52,28,11192,1,15359,Superior,0,0,1,0
1326,50,24,79000,1,300,Superior,1200000,0,1,0
1327,32,5,49866,4,2000,Elemental,0,0,1,0
1328,61,35,30000,2,200,Medio Superior,0,0,1,0
1329,60,36,145000,4,6900,Superior,3800000,1,0,1
1330,28,4,24604,3,1000,Elemental,0,0,0,0
1331,34,9,64000,2,100,Superior,2240000,0,1,1
1332,31,7,84000,1,100,Superior,0,0,1,0
1333,31,5,14271,1,12919,Elemental,0,0,1,0
1334,62,38,62495,4,1700,Elemental,0,0,1,0
1335,47,22,35000,2,1300,Superior,0,0,1,0
1336,50,24,180000,1,1700,Superior,0,0,1,1
1337,36,12,42000,1,1330,Superior,0,0,1,0
1338,26,0,144811,4,2100,Elemental,0,1,0,0
1339,51,27,42000,4,100,Medio Superior,0,0,1,0
1340,52,25,151082,2,9000,Elemental,2970000,1,1,0
1341,35,11,82000,4,3400,Superior,0,0,0,0
1342,42,16,55000,2,700,Superior,1490000,0,1,0
1343,36,12,79000,2,2200,Superior,0,0,1,0
1344,41,17,48000,2,600,Medio Superior,2150000,0,0,1
1345,49,25,93000,1,2700,Superior,0,0,1,0
1346,57,32,23000,2,200,Medio Superior,0,0,0,0
1347,44,20,50000,3,2330,Superior,2000000,0,0,0
1348,60,34,85000,2,2000,Superior,0,0,1,0
1349,38,14,29591,1,1500,Elemental,970000,0,1,0
1350,26,2,150271,3,6000,Elemental,0,1,1,0
1351,29,2,19153,4,1500,Elemental,0,0,0,1
1352,59,35,84000,1,1800,Medio Superior,0,0,1,1
1353,51,27,7261,4,500,Elemental,0,0,1,0
1354,50,25,11655,1,13275,Medio Superior,0,0,1,1
1355,35,10,179000,1,8600,Superior,3570000,0,1,0
1356,61,37,48000,1,800,Superior,1580000,0,1,0
1357,42,16,74000,1,2800,Superior,0,0,1,0
1358,55,29,53000,1,1400,Superior,0,0,1,0
1359,50,25,55072,1,2800,Elemental,0,0,1,1
1360,64,40,171000,2,2100,Superior,4330000,0,0,0
1361,54,28,85000,4,4900,Superior,0,0,1,0
1362,50,26,23946,4,900,Elemental,0,0,1,0
1363,31,5,85000,3,1600,Superior,1570000,0,1,1
1364,32,8,79000,1,100,Superior,0,0,1,0
1365,44,19,69000,4,400,Superior,0,0,1,0
1366,60,35,43000,3,900,Medio Superior,0,0,1,1
1367,60,34,33000,2,300,Superior,1010000,0,1,0
1368,62,38,42000,3,100,Medio Superior,1490000,0,1,1
1369,46,21,40000,4,1900,Medio Superior,1220000,0,1,0
1370,57,33,43000,1,1800,Medio Superior,0,0,0,0
1371,30,5,20000,4,500,Medio Superior,1170000,0,0,0
1372,58,32,65000,3,2500,Superior,2220000,0,1,0
1373,39,13,139000,3,3400,Superior,4830000,1,1,0
1374,60,35,135000,3,300,Medio Superior,0,1,1,0
1375,59,34,84000,3,1600,Medio Superior,0,0,1,0
1376,50,26,179000,1,2900,Medio Superior,0,1,1,1
1377,63,39,30532,4,1300,Elemental,860000,0,0,0
1378,27,3,109000,2,2500,Superior,0,0,1,0
1379,54,29,34000,4,100,Medio Superior,0,0,1,0
1380,62,37,162000,1,1300,Superior,0,0,1,0
1381,60,34,105000,2,1400,Superior,0,0,1,0
1382,38,12,13354,3,11385,Elemental,0,0,1,0
1383,34,8,82000,2,1800,Superior,1780000,0,1,1
1384,65,41,75729,4,1700,Elemental,2300000,0,1,0
1385,55,31,62000,1,1800,Medio Superior,0,0,1,0
1386,57,31,82000,2,2000,Superior,830000,0,1,1
1387,27,3,72000,4,0,Superior,0,0,1,0
1388,35,10,38000,4,1700,Superior,0,0,1,1
1389,52,28,25000,4,1000,Superior,0,0,1,0
1390,45,15,20000,1,750,Medio Superior,0,0,1,0
1391,29,3,53633,4,1800,Elemental,0,0,1,1
1392,44,18,84000,3,1100,Superior,0,0,1,0
1393,47,23,33000,1,1000,Superior,0,0,1,1
1394,62,37,55000,3,900,Medio Superior,0,0,1,0
1395,52,27,24141,2,700,Elemental,0,0,0,1
1396,47,23,190000,4,300,Medio Superior,3050000,1,0,0
1397,42,18,43000,1,300,Medio Superior,1580000,0,0,0
1398,65,41,45000,3,100,Medio Superior,0,0,1,0
1399,42,18,141000,1,3500,Superior,0,0,0,0
1400,40,16,69000,4,2400,Superior,0,0,1,0
1401,32,8,54026,4,100,Elemental,0,0,1,0
1402,40,15,84000,1,3700,Medio Superior,0,0,1,0
1403,55,29,152989,1,5200,Elemental,0,1,0,0
1404,32,6,51000,4,200,Superior,1540000,0,1,1
1405,58,28,75000,1,1400,Medio Superior,0,0,1,0
1406,46,22,149003,1,3100,Elemental,0,1,1,1
1407,53,23,20000,4,400,Medio Superior,0,0,1,1
1408,63,39,101000,2,3900,Medio Superior,2940000,1,1,0
1409,40,14,129000,1,5900,Medio Superior,0,1,1,0
1410,41,17,63000,2,3200,Superior,0,0,0,0
1411,60,35,44000,4,2100,Superior,0,0,0,0
1412,65,39,184000,1,5400,Medio Superior,1760000,1,1,1
1413,59,33,100000,2,2000,Superior,1270000,0,1,0
1414,48,24,13145,3,11031,Superior,0,0,0,0
1415,59,33,68000,2,2300,Medio Superior,1280000,0,1,0
1416,33,8,48000,1,1000,Superior,2120000,0,1,0
1417,40,15,82000,2,400,Superior,0,0,1,0
1418,42,18,52000,2,2500,Superior,0,0,1,0
1419,65,41,125062,2,4600,Elemental,0,1,1,1
1420,30,4,39000,1,1500,Superior,0,0,0,1
1421,30,4,40000,1,300,Superior,0,0,1,1
1422,42,17,54000,4,1900,Medio Superior,1640000,0,0,0
1423,32,8,18663,2,1000,Elemental,1030000,0,1,1
1424,55,30,64000,2,2300,Medio Superior,0,0,1,0
1425,29,3,92000,2,1300,Superior,2870000,0,1,0
1426,64,38,40000,1,2500,Medio Superior,940000,0,1,1
1427,37,11,60000,3,500,Medio Superior,0,0,1,0
1428,31,5,85000,2,1300,Superior,1190000,0,1,1
1429,25,-1,21000,4,400,Superior,900000,0,1,0
1430,31,5,35000,1,600,Medio Superior,1710000,0,0,0
1431,32,7,52000,2,100,Superior,0,0,1,0
1432,58,34,128000,1,7400,Superior,0,0,0,0
1433,26,2,195000,1,6330,Superior,0,0,1,0
1434,51,25,38984,2,1500,Elemental,1170000,0,0,1
1435,65,41,55000,2,1100,Superior,0,0,0,0
1436,43,17,55000,1,200,Superior,0,0,1,0
1437,46,21,80000,4,400,Superior,0,0,1,1
1438,28,3,123000,1,800,Superior,1460000,0,1,0
1439,63,37,72396,4,1900,Elemental,1060000,0,1,0
1440,59,29,61000,1,1400,Medio Superior,0,0,0,0
1441,42,15,27616,3,2500,Elemental,0,0,1,0
1442,58,33,43000,2,1600,Medio Superior,0,0,1,0
1443,39,13,71000,3,100,Superior,1620000,0,1,0
1444,36,12,25000,4,1000,Superior,0,0,1,0
1445,60,33,117524,1,3000,Elemental,0,1,1,0
1446,47,21,141000,1,2400,Superior,0,0,1,0
1447,29,4,22000,2,900,Medio Superior,1100000,0,0,0
1448,52,28,145000,2,6800,Superior,0,0,1,0
1449,41,16,49000,3,500,Medio Superior,0,0,1,0
1450,63,37,109000,1,2000,Superior,0,0,1,0
1451,59,34,80000,3,500,Superior,0,0,1,1
1452,44,20,51280,4,1400,Elemental,2010000,0,1,1
1453,54,28,52000,4,2500,Superior,0,0,1,0
1454,29,5,85000,3,2500,Superior,0,0,1,1
1455,51,25,148000,1,1000,Superior,0,0,1,0
1456,63,39,160000,2,2100,Superior,0,0,0,1
1457,36,11,39000,4,1700,Superior,0,0,1,0
1458,42,16,25000,2,800,Medio Superior,0,0,0,1
1459,51,25,33000,1,1400,Medio Superior,0,0,1,1
1460,47,20,25216,3,2500,Elemental,0,0,0,0
1461,40,16,85000,4,200,Medio Superior,0,0,1,1
1462,54,28,48000,1,200,Superior,0,0,1,0
1463,47,21,12985,4,12402,Medio Superior,770000,0,1,0
1464,35,10,94000,1,0,Superior,1740000,0,1,0
1465,28,4,120000,2,600,Superior,0,0,1,0
1466,45,19,60000,1,700,Medio Superior,1590000,0,1,0
1467,33,9,145000,2,4330,Superior,2770000,0,0,1
1468,62,36,29000,2,700,Medio Superior,0,0,0,0
1469,45,18,53481,3,2670,Elemental,0,0,1,0
1470,59,35,47162,4,1200,Elemental,0,0,1,0
1471,58,28,80000,2,4500,Medio Superior,0,0,1,1
1472,52,26,180000,1,1000,Superior,0,0,1,1
1473,34,8,11580,3,12672,Elemental,830000,0,1,0
1474,65,35,23000,1,1500,Medio Superior,0,0,1,0
1475,48,23,79000,2,3800,Medio Superior,0,0,1,0
1476,44,19,78000,2,3800,Medio Superior,2680000,0,0,0
1477,61,37,33572,1,0,Elemental,0,0,0,1
1478,40,14,64000,4,200,Medio Superior,0,0,1,1
1479,65,39,160000,4,3800,Superior,2370000,1,1,0
1480,28,4,43000,1,1000,Medio Superior,1020000,0,0,0
1481,67,42,32000,1,1100,Medio Superior,0,0,1,1
1482,35,9,179000,2,0,Superior,760000,0,1,0
1483,60,35,11846,1,10650,Superior,0,0,1,0
1484,58,32,63000,1,1600,Superior,0,0,1,0
1485,55,30,40000,2,2300,Medio Superior,0,0,1,0
1486,34,9,62392,4,2200,Elemental,1550000,0,1,0
1487,35,9,106314,2,4500,Elemental,0,1,0,0
1488,28,4,159000,1,1500,Superior,0,0,1,1
1489,38,12,39000,2,300,Superior,1740000,0,1,0
1490,62,38,68285,4,1700,Elemental,0,0,0,0
1491,30,4,14589,4,11643,Elemental,0,0,1,1
1492,38,12,38000,2,300,Superior,0,0,1,1
1493,33,8,133000,1,0,Superior,0,0,1,0
1494,58,34,84000,2,2800,Superior,0,0,1,1
1495,59,35,32562,1,0,Elemental,0,0,1,1
1496,52,28,178000,3,5400,Medio Superior,1470000,1,1,0
1497,36,12,18000,1,500,Medio Superior,0,0,1,1
1498,45,21,73000,1,800,Medio Superior,0,0,1,0
1499,49,23,125000,1,7300,Superior,0,0,0,0
1500,52,26,68324,1,4300,Elemental,0,1,1,1
1501,54,28,74000,2,1100,Superior,0,0,1,0
1502,30,4,25597,2,300,Elemental,0,0,0,1
1503,65,39,113000,1,2000,Superior,0,0,1,1
1504,34,8,43202,4,2200,Elemental,0,0,0,0
1505,30,6,155204,2,4400,Elemental,0,1,1,0
1506,51,25,18000,1,300,Medio Superior,930000,0,0,1
1507,52,27,25000,2,0,Superior,0,0,1,1
1508,43,18,50000,4,1900,Medio Superior,0,0,1,0
1509,35,10,75000,4,700,Medio Superior,0,0,1,1
1510,56,26,92000,2,4500,Medio Superior,0,0,0,1
1511,57,32,26664,2,2000,Elemental,0,0,1,0
1512,58,32,65000,3,2200,Medio Superior,0,0,1,0
1513,53,28,44000,3,1700,Superior,0,0,1,0
1514,45,21,183000,2,1400,Superior,3540000,0,1,0
1515,44,20,175000,2,1400,Superior,0,0,1,1
1516,54,28,28000,4,1500,Medio Superior,0,0,1,1
1517,41,17,43842,4,2200,Elemental,0,0,0,0
1518,52,26,45000,4,1800,Superior,0,0,1,0
1519,43,17,64000,4,3000,Medio Superior,2210000,1,1,0
1520,63,38,22000,3,100,Medio Superior,900000,0,1,0
1521,54,30,120000,1,7400,Superior,1190000,0,1,1
1522,33,8,175000,2,6700,Superior,1020000,0,1,0
1523,25,-1,101000,4,2300,Medio Superior,2560000,0,1,1
1524,41,16,104000,1,1000,Medio Superior,0,0,1,0
1525,40,16,155000,4,100,Medio Superior,0,1,1,1
1526,43,18,58000,1,2400,Superior,0,0,1,0
1527,36,10,49247,4,2200,Elemental,0,0,1,0
1528,57,33,45000,1,1800,Medio Superior,1950000,0,1,0
1529,34,9,134000,1,4600,Superior,1640000,0,1,0
1530,38,14,58000,4,2000,Medio Superior,1530000,0,0,0
1531,47,21,20000,1,200,Superior,0,0,1,1
1532,39,13,25000,4,1500,Medio Superior,0,0,1,0
1533,45,20,55000,1,300,Superior,0,0,1,1
1534,62,37,155000,1,1300,Superior,0,0,1,0
1535,59,34,30000,1,1300,Superior,0,0,1,1
1536,61,37,39000,4,400,Superior,0,0,1,1
1537,36,12,73000,4,2000,Medio Superior,1880000,0,1,0
1538,58,34,41000,4,1300,Superior,0,0,1,0
1539,55,30,34000,4,100,Medio Superior,1570000,0,1,0
1540,29,5,21000,3,900,Medio Superior,1190000,0,1,0
1541,34,8,12809,4,13329,Superior,0,0,1,1
1542,61,35,154000,2,6900,Superior,0,0,1,0
1543,50,20,19000,4,400,Medio Superior,0,0,1,0
1544,52,26,74739,2,2400,Elemental,0,0,1,0
1545,39,15,24000,1,1000,Superior,1160000,0,1,1
1546,55,29,131000,2,2700,Superior,0,0,1,0
1547,33,9,105000,1,4000,Superior,0,0,1,0
1548,47,21,39781,1,1200,Elemental,1940000,0,0,0
1549,57,32,16686,4,14914,Elemental,1130000,0,0,0
1550,57,31,45000,3,1400,Superior,1980000,0,1,0
1551,40,14,39000,1,2000,Superior,0,0,1,0
1552,50,25,192000,2,2800,Superior,2380000,0,0,1
1553,29,5,195000,1,4300,Superior,0,0,0,0
1554,46,22,83000,3,700,Superior,0,0,1,0
1555,42,15,27675,3,1000,Elemental,0,0,1,0
1556,59,33,41848,4,1700,Elemental,1040000,0,1,0
1557,31,1,60000,4,4000,Medio Superior,2440000,0,0,0
1558,51,25,41000,4,1800,Superior,0,0,1,0
1559,35,10,72000,3,2300,Superior,2850000,0,1,0
1560,59,35,74390,4,3000,Elemental,1150000,1,1,0
1561,35,10,31000,3,1300,Superior,0,0,1,0
1562,46,20,50622,1,1500,Elemental,1280000,0,1,0
1563,34,9,89000,1,0,Superior,0,0,1,0
1564,55,29,19000,4,700,Medio Superior,1210000,0,1,1
1565,64,40,48933,4,1200,Elemental,0,0,1,0
1566,34,9,104000,3,1200,Medio Superior,0,0,1,0
1567,61,35,25315,1,800,Elemental,1280000,0,1,0
1568,63,39,92000,2,0,Medio Superior,0,0,1,0
1569,59,33,39240,2,700,Elemental,2260000,0,0,0
1570,51,27,38276,3,1900,Elemental,1410000,0,0,0
1571,41,16,114000,4,3500,Superior,0,1,0,1
1572,37,13,73000,4,2400,Superior,0,0,1,0
1573,64,40,27875,4,1200,Elemental,0,0,0,1
1574,44,20,69000,1,800,Medio Superior,1840000,0,1,1
1575,62,37,42000,3,1500,Superior,0,0,1,0
1576,50,26,88000,1,2700,Superior,0,0,1,0
1577,43,18,98000,2,400,Superior,0,0,1,0
1578,34,8,65000,1,3000,Superior,2270000,1,1,0
1579,38,13,12438,2,11375,Elemental,1040000,0,1,0
1580,29,5,122000,4,3000,Superior,0,1,1,1
1581,39,14,10195,2,10090,Medio Superior,0,0,1,0
1582,53,29,24000,2,200,Superior,0,0,0,1
1583,43,19,170000,4,4250,Superior,3180000,1,1,1
1584,61,36,162742,4,2300,Elemental,3420000,1,1,1
1585,46,20,25000,4,600,Medio Superior,1250000,0,0,0
1586,57,31,131000,2,2700,Superior,0,0,1,0
1587,59,33,50000,2,2300,Medio Superior,0,0,1,1
1588,52,28,21000,2,400,Superior,0,0,1,0
1589,29,3,42452,3,1100,Elemental,0,0,1,0
1590,57,32,103491,1,200,Elemental,0,1,1,0
1591,49,23,58000,4,2600,Superior,1880000,0,1,0
1592,39,13,72000,2,2800,Superior,0,0,1,0
1593,56,31,192000,1,7000,Medio Superior,0,1,1,0
1594,63,38,57106,3,1800,Elemental,0,0,1,0
1595,37,12,93000,1,2800,Superior,0,0,1,0
1596,56,26,38000,3,1000,Medio Superior,1100000,0,1,0
1597,45,20,55000,4,1900,Medio Superior,1640000,0,1,0
1598,66,41,15140,3,10181,Medio Superior,0,0,1,1
1599,40,15,85000,2,400,Superior,0,0,1,0
1600,50,24,124000,1,4900,Superior,2660000,0,1,0
1601,60,36,129000,2,6000,Superior,0,0,1,0
1602,31,7,180000,1,4300,Superior,0,0,0,0
1603,40,14,54382,4,1400,Elemental,0,0,1,0
1604,36,6,138000,1,7000,Medio Superior,860000,1,1,0
1605,55,29,111000,2,3600,Medio Superior,0,1,0,1
